scenario_id,regime,scenario_source,ambiguity_set,demand,time_steps,demand_profile,mu_D,rho_D,sigma_D,mu_W,rho_W,sigma_W,peak_W,G3_B1_bid_profile,G3_B1_cap,G3_B2_bid_profile,G3_B2_cap,G2_B1_bid_profile,G2_B1_cap,G2_B2_bid_profile,G2_B2_cap,G1_B1_bid_profile,G1_B1_cap,G1_B2_bid_profile,G1_B2_cap,W3_B1_bid_profile,W3_B1_cap,W3_B1_profile,W2_B1_bid_profile,W2_B1_cap,W2_B1_profile,W1_B1_bid_profile,W1_B1_cap,W1_B1_profile
2148,base_test_case,ambiguity_set,base_test_case,117.12836247757146,8,"[103.64721568941324, 105.02062300403026, 122.4948667777399, 114.97707162731086, 132.0972076885875, 130.9425811032326, 108.87196039734282, 102.45820556451561]",1.1712836247757146,0.75,0.022378437750259144,0.7095924058995065,0.75,0.020959462551863903,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[32.63197842758653, 32.10212580830218, 35.30296018582394, 38.404125016886034, 41.45739005862563, 43.1302890680802, 38.03303115799464, 33.737930898813396]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[32.81944957137964, 31.044345448848834, 32.26568457188127, 36.57461748035695, 39.85313502107555, 40.40565734538095, 36.620457993165324, 33.63258653219089]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[31.4940604698342, 31.146544865742634, 33.14407604646398, 36.23354556710049, 40.32535234803966, 42.46488356026291, 36.986493980917665, 34.557092783860426]"
2149,base_test_case,ambiguity_set,base_test_case,90.1249524793614,8,"[81.34569703757701, 85.10789084352099, 99.58509495928334, 96.48798871317865, 103.47045888335549, 100.24862156671111, 86.45341488689787, 80.5968463876038]",0.901249524793614,0.75,0.019034162692565817,0.6773560591143947,0.75,0.005551994436616603,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[30.499651288894327, 30.722882597479874, 31.887571580938108, 34.66392112068087, 38.28664036381884, 39.063090899294714, 35.65516096273478, 32.37470511571222]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[30.444934252067025, 29.87246754656071, 31.01963687755474, 34.19382525545359, 37.925185782701064, 39.25551411151358, 36.24403867244639, 32.37940950268639]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[30.753402721988085, 30.34982391784592, 31.298308538400192, 34.30247988783798, 38.59178483495162, 39.228523535878715, 35.68265343662899, 32.115232855305024]"
2150,base_test_case,ambiguity_set,base_test_case,106.94082506049752,8,"[94.15825463167234, 99.85176545975422, 117.19619432135802, 108.50426512848233, 119.67840420408275, 118.31253248388079, 100.17969947368961, 95.67080030501833]",1.0694082506049751,0.75,0.00937382049447924,0.3227325668464436,0.75,0.0030842987445151896,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[14.361854823195694, 14.520458505218748, 15.279668179656504, 16.407327053610935, 18.21551780597416, 18.512939766828556, 16.991914796611248, 15.278713268495844]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[14.564698668852516, 14.354862888221936, 14.54280317652393, 16.03795516700574, 18.00478913962995, 18.45058235156747, 16.848357100932205, 15.14100749604386]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[14.404877557705708, 14.36031449065784, 14.978866919589388, 16.540052842101357, 18.040095897006655, 18.212504964622287, 16.854165219547905, 15.069695810165879]"
2151,base_test_case,ambiguity_set,base_test_case,88.34476142779546,8,"[80.21037698201337, 85.77884177093975, 95.80815552496743, 84.86389749874861, 96.31289272478722, 94.66876855542725, 83.36839663529734, 81.43466118974172]",0.8834476142779546,0.75,0.02157575094149462,0.41652477621466294,0.75,0.017917589210953346,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[17.850108272853493, 17.612742131555493, 18.731405419629457, 19.679331447880884, 22.736846856491464, 22.8995657031062, 20.972434137963305, 18.171255561080045]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[19.87135021336925, 18.41858262676996, 19.032568350829415, 19.352854734107954, 21.131972732076168, 21.856997286629344, 20.525751166170217, 17.269399902240103]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[18.55393617086647, 20.273780840447568, 18.531327412062097, 19.658337327827436, 21.872054278568417, 22.590616863998715, 21.404133038073443, 17.94163658525697]"
2152,base_test_case,ambiguity_set,base_test_case,91.69680349826166,8,"[80.80934442285215, 86.63622304626328, 98.85583948947357, 93.48652910486422, 103.1753734465202, 101.78131887252641, 85.16954798323626, 81.01654549267937]",0.9169680349826166,0.75,0.008788437184851505,0.5910283715549152,0.75,0.014636144426033684,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[26.874809674928446, 27.435497519543283, 26.986048655247618, 30.65941436657529, 34.1499293166476, 33.85041980848473, 31.448191129815612, 29.065375331161547]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[25.595922399781276, 25.7161698318402, 27.82326596305769, 30.234150829953613, 32.623272875936024, 34.07465009982495, 30.48457985206096, 26.535409083222817]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[26.67113153019108, 26.474072325642645, 26.588944150940343, 29.475081161816323, 32.29678304398841, 33.937583647478775, 31.786400883636706, 28.82636796767289]"
2153,base_test_case,ambiguity_set,base_test_case,103.70417278508609,8,"[92.4469867127348, 98.45541300984225, 112.77049524966598, 105.4560516404689, 115.18291656390463, 112.86785977526685, 95.73930610762538, 92.46485320379956]",1.0370417278508608,0.75,0.009410297650186174,0.41610495935961134,0.75,0.013368674943892395,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[18.19604460131745, 17.378317782887308, 17.981848004095646, 21.053653748139617, 23.08213290281961, 24.20353694224939, 22.879942252694153, 19.388760745800134]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[18.15219229753747, 18.22522497419446, 18.608628924839145, 20.610587864502655, 22.88547552824199, 24.215110914547328, 23.753880512345052, 21.435793923719892]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[18.62935592685806, 18.68685658868777, 19.93070465351242, 22.281612381597082, 23.790938498923474, 23.93708841089011, 22.24149237107226, 19.331287500231475]"
2154,base_test_case,ambiguity_set,base_test_case,102.8637036389354,8,"[91.92590436563631, 96.91642683895114, 111.42818833397344, 104.03434617777995, 115.24914634840124, 113.36391001920016, 96.18791417899786, 91.65444282106616]",1.028637036389354,0.75,0.0024486307494037745,0.4033955599568506,0.75,0.01771400663732576,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[18.394829695692323, 19.05387104761165, 19.18724683374053, 20.608834601209363, 22.79121264882629, 23.21868069493671, 19.592353309129855, 18.170242187534985]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[18.198600379504963, 17.722691466990643, 17.83313703880434, 19.252356454081145, 20.018384447824207, 20.70375636804481, 19.345704643259477, 16.613782354373466]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[18.55112476567513, 16.11078050757374, 17.71273359505963, 20.96739060307707, 22.60842703510834, 23.16649435637952, 21.762425771139235, 19.764169620555684]"
2155,base_test_case,ambiguity_set,base_test_case,96.73152527381355,8,"[85.35969238068313, 91.10422898240327, 105.6109962475378, 98.73522367933492, 110.83807238682468, 108.45884356964042, 92.20107212872534, 87.50925956922511]",0.9673152527381355,0.75,0.0060240528665722595,0.5414121560176038,0.75,0.02361878919919907,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[25.372071565925612, 25.474983096653485, 26.03611726626283, 27.926105745420564, 30.935461703350352, 32.39847772688103, 28.940393697548984, 25.164040064392204]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[22.458511079922026, 22.19050567459343, 24.379972098801208, 26.890235022662875, 31.043732220385976, 30.182373129986374, 26.268016545947326, 25.27437572027752]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[25.06585691520203, 23.321703062929735, 23.04814148304903, 24.670822590551232, 27.736217293524376, 29.151564912583332, 25.231534154375492, 23.879402475644333]"
2156,base_test_case,ambiguity_set,base_test_case,102.32246346355467,8,"[92.2872588532085, 94.48156088854853, 108.54805169157666, 100.05333926210224, 110.16339602679102, 109.71704163386975, 94.26376081668488, 91.49312057251872]",1.0232246346355467,0.75,0.014051931353233842,0.43551514848437245,0.75,0.02087370577224698,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[17.836205433410683, 17.45709654123243, 18.651424358374012, 22.13624547234288, 23.509282189164143, 23.666401295800323, 21.522887037523457, 22.31294795317098]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[18.178045932780996, 19.30474677166124, 21.63959214581262, 24.261600382861523, 26.150609094648285, 25.354825507776376, 21.347840870991522, 18.78579524081503]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[18.721300368333445, 20.07301901153972, 21.26496261928401, 22.130315139493092, 26.33775063936114, 25.390413734206803, 22.07818784061945, 20.422535711097765]"
2157,base_test_case,ambiguity_set,base_test_case,103.47374294754303,8,"[93.39644668844544, 98.1757611040887, 112.27357440860655, 105.00072982602691, 116.1681142701295, 114.51533626619761, 97.03702480633251, 93.59906666879736]",1.0347374294754303,0.75,0.016233515597573904,0.6234900555710741,0.75,0.00643595410942091,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[27.810279936395297, 28.418276195086605, 30.035249190547482, 32.571332728869926, 35.90302998329227, 37.065414307561355, 34.27837286297719, 30.63928810511231]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[28.255025968076193, 27.49705584742801, 28.36902495721624, 30.8109545823228, 33.67403753260468, 34.85691750148409, 32.01373081925591, 29.365780922245747]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[27.767894935117603, 27.623795328978233, 28.95765461090276, 31.283187834678515, 34.93360764627844, 35.79249739594898, 32.1606615646886, 28.59408392310662]"
2158,base_test_case,ambiguity_set,base_test_case,76.68357129774375,8,"[68.43537923390156, 72.93523219235286, 84.02772376784945, 77.69846700565994, 86.68710333376386, 85.72973740119494, 72.93504174466793, 69.7341273239362]",0.7668357129774375,0.75,0.004878643534027328,0.7036812765134317,0.75,0.013627441539490776,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[30.653714994839717, 30.873280699148197, 33.25882628128545, 36.56432512877968, 40.16811925633067, 40.91617910026481, 37.368827394167596, 34.25194754927197]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[30.749948439453966, 31.110051524807844, 32.575017691169414, 36.36591787290983, 41.131146035111804, 42.21927173983202, 38.270964636306445, 34.83861281653351]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[30.441544982936804, 30.609280064652495, 30.959859880715427, 35.13067070168486, 39.18496323128421, 40.167980860009756, 37.06046770522111, 32.98126524362464]"
2159,base_test_case,ambiguity_set,base_test_case,101.88823252123487,8,"[88.12298357996117, 93.69330417856311, 107.91583412254822, 99.27986494788024, 111.62085434168023, 112.43795818198805, 93.62567127050595, 89.48811682063882]",1.0188823252123487,0.75,0.009919128195333388,0.6429791390169919,0.75,0.024978902856963667,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[30.19512496918226, 28.336589905556124, 33.05669718121358, 35.71981547105641, 37.89681924533678, 37.377473707191506, 32.78587033427324, 28.822485798612956]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[29.00244545925626, 27.838036752138112, 28.507951020035843, 31.475225166095314, 35.45456023407879, 37.63717970126645, 34.21867367325253, 33.69551891059131]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[30.54010284458147, 27.3681865335821, 28.411462831324474, 33.97228642913503, 36.875580776185465, 37.48035122984049, 35.73999732902932, 31.036787461765126]"
2160,base_test_case,ambiguity_set,base_test_case,76.75499644328221,8,"[68.03125817858044, 71.89997508705467, 82.6984090554094, 77.47176040237575, 85.71628521472982, 84.01970905482985, 71.24772304950369, 67.81365528992515]",0.7675499644328221,0.75,0.0036578646919886693,0.6774271906577518,0.75,0.02464402446704463,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[30.099646846912837, 31.619582902166556, 34.21361689219475, 36.2233498552701, 41.21984142493616, 40.178622727131525, 36.02679993584928, 33.14396441846664]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[29.642474456523402, 30.376215860979254, 31.716010742147112, 34.7695160691552, 36.91703613557301, 37.728245117339334, 34.223148664554856, 31.83245602837636]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[30.829984420988794, 29.665509138967337, 29.568645293287794, 33.95500067042141, 37.906976612229606, 39.43918497762156, 34.58338525220404, 28.612076021120853]"
2161,base_test_case,ambiguity_set,base_test_case,92.81242767437755,8,"[82.34985984253683, 86.05134105107915, 103.2110060810811, 97.17077560550298, 105.4177910598742, 103.79374843278835, 86.91874374622894, 80.35367850173405]",0.9281242767437754,0.75,0.023933912991986724,0.46607765879295154,0.75,0.016717329277494374,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[21.460427677026022, 22.57740014149272, 21.53824845936751, 23.865463751055174, 26.5510673907243, 26.567506045430058, 25.228598182181994, 22.016964379620518]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[21.07096590371733, 19.924116464006698, 22.616375304578067, 26.622767883465848, 28.467561594586755, 27.84279197768738, 24.550423495565486, 21.744995638743127]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[20.777770905910398, 21.29073156326076, 22.54927606460656, 25.460313758114143, 27.537355125218692, 28.029630493469416, 27.11841654738319, 23.836306083084395]"
2162,base_test_case,ambiguity_set,base_test_case,77.43397767176008,8,"[69.03984017566228, 74.23074181146289, 87.35591961361699, 79.27434508656368, 87.77568173885987, 86.81389061124776, 72.4067239117486, 67.23536218278988]",0.7743397767176008,0.75,0.015353493477266719,0.3787130573663032,0.75,0.016379042499774385,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[18.107888950422872, 18.00871891194423, 19.179203070815102, 20.642968946245045, 22.554557727484102, 21.84500732658826, 18.770305694174226, 16.372108998233337]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[18.06100463660341, 17.823530862671348, 17.495307100379897, 18.981014837187757, 21.129514693115134, 21.227839377631458, 20.073325632907853, 17.820394750908555]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[18.8520162825608, 19.168670231683333, 19.22305780983137, 19.94056931159657, 20.17687488310494, 22.179627163658697, 19.638770802455568, 17.27354448590519]"
2163,base_test_case,ambiguity_set,base_test_case,101.39273740635515,8,"[89.69430042274217, 94.82266553495853, 109.56597903064151, 101.69883199180536, 111.02253793369687, 109.83239699473056, 94.13559591831788, 87.21152203747462]",1.0139273740635515,0.75,0.014603982578779092,0.3669168384025407,0.75,0.02189879257209323,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[16.249869292054832, 17.002812867052988, 18.180494213243588, 20.596702227833795, 22.00691312483805, 21.47397998426559, 17.823003816984787, 18.49980107212585]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[17.323523777293982, 17.69529568651215, 16.594994657793027, 16.717733040962884, 20.928300206253343, 19.127367515280707, 17.542662013887835, 15.947537615538614]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[15.007630547128715, 14.486909473159514, 17.52980539914522, 17.423551436321194, 22.47505799624114, 24.324818792560283, 20.909194382628076, 17.224145266292716]"
2164,base_test_case,ambiguity_set,base_test_case,104.22836507651061,8,"[94.30591062402775, 97.88984609410839, 112.15886791104907, 105.95469078327811, 118.52583268330787, 114.4699614914498, 99.03150358279709, 95.84042476287692]",1.042283650765106,0.75,0.015511499696656272,0.677264260927712,0.75,0.021540410241079874,14.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",25.0,"[60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]",25.0,"[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",25.0,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",25.0,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",25.0,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",50.0,"[31.212575470739274, 29.99748883289634, 31.81751486524048, 35.11016051035114, 38.948415799468464, 37.463577426081194, 35.972723569539234, 33.43664550331532]","[0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29]",50.0,"[32.27528567349039, 32.80700078237559, 34.83241879152387, 36.35516290940291, 39.756088658494484, 41.3891802240013, 37.11895327357916, 33.88735461960564]","[0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",50.0,"[29.51786688267288, 29.791708967522005, 28.960949568744976, 32.60319448916999, 37.511176598319565, 39.12901335845055, 34.47369124525104, 30.314983924844466]"
